area,rooms,bathroom,parking spaces,floor,hoa,rent amount,property tax,fire insurance,total
252,3,4,1,0,0,12000,1233,181,13410
62,3,2,1,5,487,2450,54,32,3023
80,2,2,2,0,50,1700,177,26,1953
80,2,3,2,7,499,2400,143,31,3073
50,2,1,1,8,550,1900,34,25,2509
65,2,1,1,2,330,1410,74,18,1832
57,2,2,1,3,476,2300,0,30,2806
230,4,4,2,1,3600,5000,1551,64,10220
62,2,1,0,1,280,709,22,9,1020
165,3,3,2,3,1663,6000,502,77,8242
155,3,2,1,6,1680,4000,359,51,6090
181,3,4,3,12,1654,7500,560,96,9810
50,1,1,1,4,400,700,26,9,1135
75,2,1,2,10,720,1500,0,20,2240
80,3,1,0,0,0,2837,342,36,3215
358,4,5,3,12,4900,6500,2173,83,13660
74,2,3,1,2,1180,4000,105,51,5336
108,3,2,1,10,1000,3655,240,47,4942
120,2,3,2,0,0,5400,0,82,5482
190,3,3,2,5,1800,3260,292,42,5394
178,3,2,3,8,1000,4250,167,54,5471
80,2,2,0,9,600,2550,46,33,3229
150,3,2,4,0,0,3500,186,53,3739
350,7,4,2,0,0,4600,292,70,4962
181,3,5,4,22,1215,9300,761,118,11390
56,1,1,1,7,926,1800,150,23,2899
120,2,1,4,0,0,2400,59,37,2496
90,2,2,1,0,0,2200,0,34,2234
61,1,2,1,4,680,2350,25,30,3085
160,4,3,2,20,1260,5600,334,71,7265
100,3,1,0,1,0,2200,139,28,2367
179,3,2,1,3,1457,5600,359,71,7487
115,3,3,2,1,1200,2100,84,27,3411
342,5,6,5,0,0,6000,422,91,6513
282,4,4,3,19,3100,10000,1334,127,14560
30,1,1,0,1,143,1318,0,17,1478
35,1,1,1,12,1170,2200,242,28,3640
58,2,1,1,14,500,1500,0,20,2020
81,3,2,1,12,580,1700,90,22,2392
224,3,4,3,12,3700,12000,417,153,16270
60,1,1,1,2,1072,4600,115,59,5846
88,3,3,2,5,700,2900,190,37,3827
80,2,2,1,9,767,3200,213,41,4221
250,3,3,3,0,0,4600,0,70,4670
72,2,1,1,9,990,2750,378,35,4153
650,4,6,6,0,0,8500,1600,128,10230
73,1,1,0,8,864,3000,57,39,3960
126,2,3,2,6,1900,4600,800,59,7359
50,2,1,0,0,0,1200,83,19,1302
48,2,1,1,7,391,1865,17,24,2297
85,3,2,2,9,1225,2600,182,33,4040
52,1,1,1,11,510,2500,92,32,3134
250,4,4,3,5,4341,8000,888,102,13330
40,1,1,0,0,0,780,17,12,809
42,1,1,1,11,560,3300,172,42,4074
165,4,5,2,4,2500,9500,315,121,12440
138,2,3,2,3,2200,10500,417,134,13250
38,1,1,0,0,700,1650,0,25,2375
200,4,5,2,0,1000,8000,84,121,9205
35,1,1,1,1,0,1020,30,13,1063
75,2,1,1,4,2065,6000,600,77,8742
100,3,4,4,0,0,3600,160,55,3815
287,3,3,4,0,900,4477,900,68,6345
360,4,4,2,4,3340,11050,0,141,14530
62,2,2,3,7,2890,7000,384,89,10360
80,2,2,1,0,0,1500,75,23,1598
43,2,1,0,8,257,1308,0,17,1582
157,3,2,0,7,1325,4500,302,58,6185
70,3,1,1,1,700,1020,200,13,1933
56,1,1,1,6,722,1350,50,18,2140
84,2,3,2,25,634,6900,165,88,7787
125,4,3,2,6,1200,3500,396,45,5141
62,1,1,0,4,579,1400,0,18,1997
81,2,2,2,19,910,3800,230,49,4989
90,2,2,0,1,657,1800,0,23,2480
76,3,2,1,3,820,1559,63,20,2462
62,2,1,0,1,280,709,22,9,1020
240,3,2,0,7,1717,6500,444,83,8744
39,1,1,1,15,356,2200,60,28,2644
51,2,1,1,23,540,2467,117,32,3156
170,3,6,3,9,2000,5500,834,70,8404
250,3,2,2,0,0,6000,0,91,6091
35,1,1,1,3,444,3486,124,45,4099
200,3,3,2,0,0,2800,186,43,3029
147,4,3,3,8,1600,4800,284,61,6745
40,1,1,0,2,383,1832,0,6,2221
67,1,1,1,14,920,2600,72,33,3625
445,4,4,0,0,0,5500,287,83,5870
265,4,4,2,1,1750,7500,434,96,9780
130,2,2,2,0,0,4400,92,67,4559
39,1,1,1,5,1144,2500,312,32,3988
110,3,2,1,3,1100,3149,92,40,4381
75,2,2,2,6,700,1198,227,16,2141
220,3,2,2,10,2330,8700,750,111,11890
46,2,1,1,5,380,850,18,11,1259
210,3,3,3,7,1900,2300,459,30,4689
47,2,1,1,4,580,1100,0,14,1694
120,3,2,1,7,1400,3280,125,42,4847
60,2,1,1,1,0,1100,0,14,1114
42,1,1,1,12,712,3300,22,42,4076
75,3,2,1,10,1000,3900,0,50,4950
160,3,2,1,6,1500,4300,500,55,6355
400,4,7,4,0,0,12000,667,181,12850
37,1,1,0,1,358,850,0,11,1219
59,2,2,2,7,1342,3300,231,42,4915
113,3,3,2,4,1000,3804,0,49,4853
120,2,2,1,12,1077,6500,40,83,7700
92,3,2,0,5,954,3300,160,42,4456
93,3,2,2,16,979,2600,237,33,3849
42,2,1,1,9,340,1350,0,18,1708
236,4,5,4,1,3950,15000,142,191,19280
160,3,2,0,0,0,3800,227,58,4085
450,4,5,8,0,0,10120,618,153,10890
750,4,4,6,0,0,15000,2084,226,17310
68,3,2,2,9,550,2700,76,35,3361
53,2,1,1,11,270,5500,119,70,5959
160,2,3,0,0,0,4300,124,65,4489
49,2,1,1,6,400,1800,0,23,2223
115,3,2,2,4,570,1948,109,25,2652
59,2,1,1,6,600,1600,0,21,2221
60,2,2,2,7,894,1100,210,14,2218
58,1,2,1,19,652,4715,0,34,5401
35,1,1,0,0,0,1100,30,14,1144
160,2,3,2,12,1500,4210,225,54,5989
60,3,2,1,5,366,1200,0,16,1582
233,4,2,3,4,2200,7287,417,93,9997
58,1,1,1,3,530,1200,0,16,1746
100,3,2,1,0,555,1469,10,19,2053
238,4,3,4,24,2980,10200,1816,130,15130
18,1,1,1,10,470,1800,0,23,2293
96,2,1,0,9,940,4387,3,56,5386
49,2,1,1,14,420,1800,0,23,2243
50,1,1,0,1,0,1550,0,24,1574
45,1,1,0,0,0,1060,0,16,1076
160,3,2,2,12,1026,1650,243,21,2940
80,2,2,2,14,1200,4200,300,54,5754
133,4,3,4,18,2225,2900,400,37,5562
30,1,1,0,4,415,1750,30,23,2218
137,2,3,2,1,2800,14000,542,178,17520
194,3,4,3,0,0,4000,70,61,4131
50,2,1,1,2,400,1600,0,21,2021
84,1,2,1,14,1200,3353,0,25,4578
45,1,1,0,7,506,500,24,7,1037
301,4,5,4,3,4265,12500,1600,159,18520
250,3,4,2,5,2600,8000,500,102,11200
136,3,2,3,12,1400,2500,325,32,4257
73,2,2,1,10,884,4800,139,61,5884
60,1,2,0,0,0,1600,23,25,1648
110,2,3,2,12,2000,11500,502,146,14150
50,2,1,2,5,600,2313,250,30,3193
100,2,1,1,1,834,2466,0,24,3444
70,2,2,2,7,1726,3950,341,51,6068
82,2,2,1,2,750,3100,51,40,3941
76,3,3,2,1,900,2662,284,34,3880
150,3,1,1,9,1172,4800,294,61,6327
303,3,4,4,1,4540,18000,0,229,22770
55,2,1,0,10,490,1380,80,18,1968
70,2,1,0,5,285,2197,0,28,2510
45,1,2,1,2,790,1452,84,19,2345
50,2,1,1,6,648,3900,58,50,4656
62,2,1,1,1,560,1550,17,20,2147
177,4,5,4,5,1500,9200,959,117,11780
50,1,1,1,21,765,2700,105,35,3605
50,1,1,1,22,739,3540,0,14,4293
90,3,2,1,1,850,1500,100,20,2470
130,3,2,2,4,800,3500,0,45,4345
54,1,1,1,5,750,773,67,10,1600
30,1,1,0,0,0,850,67,13,930
194,3,4,4,5,2600,12000,1667,153,16420
68,2,1,1,3,482,831,0,11,1324
58,3,2,1,11,320,1700,105,22,2147
16,1,1,0,0,0,1420,0,18,1438
74,3,2,2,11,477,1600,0,21,2098
347,4,7,6,0,0,8900,1000,134,10030
180,3,3,2,3,1794,5800,487,74,8155
20,1,1,1,3,1700,1360,0,18,3078
130,2,1,1,1,0,2200,180,28,2408
100,3,1,1,2,1350,3000,92,39,4481
50,1,1,0,1,298,850,15,11,1174
340,4,4,4,15,2500,8700,0,111,11310
135,2,2,1,8,1063,3250,159,42,4514
130,3,4,2,8,1300,5500,0,70,6870
58,2,2,2,15,400,2200,100,28,2728
84,3,1,1,17,710,2300,3000,30,6040
120,3,4,2,1,1500,3000,670,39,5209
180,3,2,3,0,0,3500,497,53,4050
650,4,7,5,0,0,8000,334,121,8455
320,4,5,4,0,300,6500,417,98,7315
65,2,1,0,1,286,4200,17,54,4557
130,3,2,2,5,1400,5000,584,64,7048
72,3,2,2,3,686,1600,18,21,2325
150,3,3,4,10,2225,7400,500,94,10220
70,2,1,1,3,500,1275,74,17,1866
345,3,3,5,2,3000,12750,834,162,16750
20,1,1,0,1,602,1800,130,23,2555
103,3,2,2,2,1500,1360,292,18,3170
90,2,2,4,0,0,2400,230,37,2667
185,3,2,2,29,2050,14000,540,178,16770
47,1,1,1,9,470,650,43,9,1172
42,1,1,0,3,130,1450,34,19,1633
42,1,1,1,11,1500,2153,0,8,3661
25,1,1,0,1,0,1000,84,13,1097
55,1,1,1,20,570,1900,0,25,2495
900,3,5,8,0,0,8000,2250,121,10370
240,3,3,4,22,3538,12000,1975,153,17670
128,2,1,1,9,1200,8500,9,108,9817
120,2,1,1,0,0,3000,280,46,3326
54,1,1,1,7,600,3600,149,46,4395
30,1,1,0,0,0,765,59,12,836
120,2,2,2,11,2200,4000,500,51,6751
296,4,5,2,0,0,8500,1000,128,9628
230,3,4,4,5,1800,10000,715,127,12640
50,2,1,0,12,0,3029,0,39,3068
95,3,2,0,0,0,2300,125,35,2460
146,3,4,2,21,1200,9000,417,115,10730
73,2,1,1,4,400,655,31,9,1095
30,1,1,0,6,253,1250,30,16,1549
35,1,1,1,11,470,2500,22,32,3024
22,1,1,0,0,0,976,0,15,991
386,4,6,3,21,3890,12750,1980,162,18780
442,5,6,6,0,0,7500,1301,113,8914
30,1,1,0,5,279,590,12,8,889
68,1,2,1,4,799,2000,217,26,3042
53,1,1,1,12,450,3200,200,41,3891
18,1,1,0,0,0,1720,0,22,1742
321,3,5,2,0,0,8268,1072,125,9465
70,3,1,1,2,710,750,76,10,1546
400,10,9,8,0,0,8330,550,126,9006
392,4,4,4,0,0,10000,1250,151,11400
70,2,1,1,1,280,1000,138,13,1431
230,4,4,3,5,2564,2500,934,32,6030
138,2,2,1,11,1000,7000,89,89,8178
250,2,1,0,0,0,1500,9,23,1532
45,2,2,0,0,0,1650,84,25,1759
250,4,3,0,0,0,2000,667,31,2698
80,2,1,1,6,654,2300,94,30,3078
398,4,5,4,0,2400,15000,1084,226,18710
200,3,4,5,0,0,3500,242,53,3795
136,3,3,1,9,1530,7500,290,96,9416
46,1,1,0,2,553,1437,58,19,2067
309,4,5,3,0,0,12000,734,181,12920
54,1,1,1,1,1050,7200,250,92,8592
220,4,5,3,14,2050,12000,750,153,14950
161,1,2,2,10,2162,7000,54,89,9305
58,2,1,1,1,430,1540,0,20,1990
83,3,1,1,3,180,2500,0,32,2712
33,1,1,1,5,842,2000,95,26,2963
170,3,4,2,3,1450,4400,38,56,5944
135,3,2,1,21,950,7500,77,96,8623
50,2,1,2,1,850,1900,42,25,2817
94,2,3,2,18,1600,4400,325,56,6381
25,1,1,0,1,0,1200,35,16,1251
100,2,3,2,20,1080,10000,138,127,11350
157,3,5,3,12,1670,11500,583,146,13900
100,3,2,2,0,0,5500,500,83,6083
120,3,1,0,2,200,2100,167,27,2494
45,1,1,2,8,695,1800,170,23,2688
64,2,2,1,9,830,3166,0,13,4009
265,4,6,3,6,2400,2500,1284,32,6216
20,1,1,0,6,602,1800,130,23,2555
50,2,2,0,0,0,1100,80,17,1197
70,3,2,1,14,570,3000,171,39,3780
273,4,4,2,4,2306,9000,417,115,11840
250,3,3,4,0,250,6500,309,98,7157
100,1,1,0,0,0,2150,267,33,2450
90,2,1,0,2,622,2150,212,28,3012
256,3,3,2,0,0,5600,2417,85,8102
92,2,1,1,2,425,1536,72,20,2053
124,3,3,2,0,0,4000,92,61,4153
218,3,3,3,9,1850,15000,809,191,17850
57,2,2,1,8,465,1300,10,17,1792
650,4,4,8,0,0,7500,200,113,7813
220,3,4,2,0,0,3500,276,53,3829
55,1,2,1,4,744,954,74,13,1785
55,2,2,1,21,480,2000,9,26,2515
58,2,1,1,19,550,3400,65,44,4059
42,1,1,1,13,1750,860,180,11,2801
202,3,4,3,8,2500,12000,834,153,15490
130,2,2,0,0,0,2700,100,41,2841
52,1,1,1,11,730,2500,38,32,3300
75,2,2,0,2,570,1450,0,19,2039
420,4,6,4,10,5700,12000,3167,153,21020
277,3,4,0,0,2580,7200,0,109,9889
100,1,1,1,16,1120,3900,75,50,5145
420,5,7,3,0,1237,8500,816,128,10680
207,3,5,4,6,2400,12000,934,153,15490
25,1,1,0,23,432,2200,45,28,2705
100,3,2,1,3,1020,1880,0,24,2924
108,2,2,1,8,1081,5300,334,68,6783
55,1,1,1,5,1100,2144,0,22,3500
40,1,1,0,0,0,780,17,12,809
46,1,1,1,3,850,1900,117,25,2892
138,3,3,2,5,1112,5800,475,74,7461
50,2,3,0,0,0,1740,84,27,1851
54,1,1,1,9,758,1148,84,15,2005
22,1,1,0,0,0,976,0,15,991
62,3,1,1,1,750,1300,0,26,2076
380,4,3,2,12,5500,15000,1000,191,21690
80,2,1,1,2,1036,7450,98,95,8679
70,2,1,1,2,1100,1950,0,25,3075
214,5,5,4,9,2000,5550,667,71,8288
193,3,3,3,1,3100,7500,834,96,11530
50,2,2,0,6,750,3000,118,39,3907
305,3,4,4,12,3441,8925,2364,114,14840
110,2,2,1,1,700,3000,122,39,3861
63,2,2,1,13,600,2620,97,11,3328
202,4,4,3,13,2200,6000,1000,77,9277
70,4,3,0,0,0,3500,270,53,3823
110,3,3,2,0,560,3200,88,49,3897
80,1,1,0,11,427,1900,0,25,2352
58,2,2,1,6,520,2055,0,7,2582
149,3,3,2,12,2000,5400,0,69,7469
50,2,1,0,0,0,1200,42,19,1261
200,4,3,2,8,2744,4100,1615,52,8511
200,3,3,4,0,0,7000,425,106,7531
660,5,7,4,17,5381,10000,1100,127,16610
100,3,2,1,0,0,3300,500,50,3850
91,1,2,2,11,2076,13000,334,165,15580
113,2,2,1,4,1000,3000,50,39,4089
48,2,1,1,0,250,1200,40,16,1506
140,3,3,2,10,2000,5100,167,65,7332
155,3,3,2,0,960,5500,15,83,6558
280,4,6,5,28,1800,11500,1417,146,14860
55,1,1,0,0,0,1100,75,17,1192
360,4,5,4,8,3500,1700,1417,22,6639
60,1,1,1,0,0,950,75,15,1040
32,1,1,0,5,400,2001,0,26,2427
79,3,3,2,15,3255,7500,616,96,11470
300,4,6,4,14,2000,8000,625,102,10730
50,2,2,1,14,520,1550,100,20,2190
78,3,2,2,0,250,2000,292,31,2573
80,3,1,0,0,0,6000,0,91,6091
50,1,1,1,0,0,1600,80,25,1705
110,2,2,2,0,0,2530,174,39,2743
280,4,3,6,0,0,12500,706,188,13390
64,2,1,1,8,400,1500,101,20,2021
37,1,1,0,4,382,742,0,10,1134
30,1,1,1,7,650,2000,100,26,2776
50,1,1,1,11,725,2200,130,28,3083
215,3,2,0,4,1054,4000,229,51,5334
80,3,2,1,10,790,1900,164,25,2879
320,3,3,2,9,2000,8500,340,108,10950
336,3,5,3,0,299,6000,208,91,6598
125,3,4,5,0,0,10000,666,151,10820
106,1,1,2,10,1749,13950,479,177,16360
40,1,1,1,9,440,2800,100,36,3376
80,1,2,0,6,1174,3900,135,50,5259
120,4,3,3,8,1680,3710,622,48,6060
23,1,1,0,23,399,2100,42,27,2568
60,2,1,0,0,0,1100,0,17,1117
45,2,1,1,2,375,1756,0,13,2166
110,1,1,1,0,0,1300,250,20,1570
42,1,1,1,11,344,2308,0,8,2660
120,4,2,3,6,950,2960,459,38,4407
78,1,2,2,1,680,4200,118,54,5052
127,3,3,2,1,804,3800,257,49,4910
63,2,2,2,4,600,4080,167,52,4899
60,1,1,1,0,0,1250,0,19,1269
76,2,1,0,3,300,700,100,9,1109
126,3,2,2,1,1000,4000,313,51,5364
169,4,2,3,0,220,3900,334,59,4513
38,1,1,0,10,300,1712,0,7,2019
45,1,1,0,2,150,730,0,10,890
160,3,1,1,0,0,3000,298,46,3344
160,3,4,3,0,0,9350,0,141,9491
84,2,1,1,7,590,1100,104,14,1808
64,2,1,2,3,480,1850,39,24,2393
62,2,1,1,0,370,1100,12,14,1496
46,2,1,1,1,240,1500,0,20,1760
140,3,3,3,4,2100,5000,1149,64,8313
175,3,5,3,15,2312,7650,1308,97,11370
70,3,1,1,8,523,1100,0,14,1637
315,3,5,2,14,4300,20000,959,254,25510
52,1,1,1,7,1500,3000,292,39,4831
120,4,2,5,0,0,4200,0,64,4264
72,2,2,1,2,570,2174,75,28,2847
140,2,2,2,11,2200,10000,804,127,13130
55,1,1,1,10,570,1800,0,7,2377
140,3,2,1,5,1436,4800,234,61,6531
75,3,2,1,3,550,2125,67,27,2769
233,3,4,4,15,3780,4300,2567,55,10700
112,3,3,2,8,1222,3500,486,45,5253
83,2,1,1,2,481,2600,118,33,3232
60,1,1,1,10,786,2000,109,26,2921
30,1,1,1,14,350,2389,83,31,2853
50,2,1,1,12,340,1490,0,19,1849
46,1,1,0,14,1200,4300,292,31,5823
42,1,1,1,6,1100,2649,0,8,3757
52,2,1,1,1,245,650,0,9,904
380,4,4,6,0,0,6000,417,91,6508
160,3,2,0,0,0,1650,117,25,1792
90,2,1,0,4,762,2500,54,32,3348
30,1,1,1,5,350,3300,0,42,3692
219,4,4,3,21,2100,6500,890,83,9573
120,2,2,2,22,1400,3500,375,45,5320
70,2,2,1,7,569,1900,25,25,2519
120,4,3,3,16,1420,6160,390,79,8049
92,2,2,1,5,1350,4500,160,58,6068
40,1,1,1,20,255,2208,76,9,2548
58,2,1,1,6,770,1800,75,23,2668
35,1,1,1,7,949,3900,0,50,4899
85,1,1,1,8,564,912,0,5,1481
170,3,3,2,0,0,5000,242,76,5318
96,3,1,1,8,1181,2535,247,33,3996
42,1,1,1,27,560,5300,100,68,6028
280,3,4,4,18,2202,3600,854,46,6702
44,1,1,1,6,308,3300,149,42,3799
120,3,2,2,12,980,4000,231,51,5262
180,2,3,2,9,2000,5900,604,75,8579
400,5,4,2,12,2675,2500,832,32,6039
22,1,1,0,26,295,2000,44,26,2365
67,2,1,1,6,313,1200,167,16,1696
75,3,2,2,14,658,2500,87,32,3277
132,3,5,2,13,1630,10990,291,140,13050
62,2,1,1,15,490,1900,0,15,2405
122,3,3,2,4,1412,4600,563,59,6634
168,3,2,2,1,1634,5500,411,70,7615
80,2,2,1,0,0,1500,184,23,1707
27,1,1,0,19,300,1800,0,23,2123
50,1,1,0,0,0,1200,0,19,1219
190,2,2,0,8,1100,1300,200,17,2617
22,1,1,0,7,200,1650,0,21,1871
70,1,1,1,2,460,2350,6,30,2846
60,1,1,0,0,0,2000,0,31,2031
47,2,1,1,15,500,1700,0,22,2222
158,3,2,1,10,1310,7150,406,91,8957
80,2,1,1,5,660,2900,0,37,3597
245,4,3,4,8,3450,6000,1667,77,11190
91,2,2,0,1,900,2500,0,32,3432
155,2,1,1,2,1700,4500,510,58,6768
140,3,3,5,8,2000,8000,710,102,10810
97,2,1,2,19,800,3500,221,45,4566
70,1,1,0,0,0,900,0,14,914
177,3,3,5,1,1400,7000,1000,89,9489
128,3,4,2,21,840,2980,361,38,4219
50,2,1,0,2,386,830,55,11,1282
162,4,4,3,7,1500,5500,891,70,7961
96,4,2,2,0,0,3950,412,60,4422
78,3,2,1,2,945,2050,126,8,3129
340,4,6,4,6,5500,9600,2167,122,17390
76,3,2,2,5,754,4500,205,58,5517
380,4,5,4,4,4000,8000,2667,102,14770
180,3,3,4,0,0,3700,184,56,3940
161,2,2,3,3,2500,4800,1125,61,8486
45,1,1,1,3,2000,4850,334,62,7246
200,3,5,3,5,1513,4350,584,56,6503
46,1,1,0,17,300,1500,0,20,1820
50,1,1,1,8,2204,3700,209,47,6160
57,2,2,2,10,571,1600,100,21,2292
120,2,2,2,4,2000,11000,417,140,13560
136,3,4,2,7,970,2500,131,32,3633
49,2,1,1,2,503,1200,0,16,1719
70,2,2,1,7,420,2289,0,29,2738
68,2,2,1,5,1160,2700,109,35,4004
45,1,1,1,1,3000,5520,0,70,8590
60,3,2,1,3,532,1200,49,16,1797
120,3,2,2,0,0,2000,323,31,2354
140,4,4,2,6,1700,3300,330,42,5372
151,4,3,3,0,0,3000,139,46,3185
72,2,2,2,7,150,3700,184,47,4081
300,4,4,6,1,550,3800,33,49,4432
68,2,1,0,1,230,1300,0,17,1547
380,4,2,0,0,0,8000,0,121,8121
60,2,1,1,4,750,1841,77,7,2675
51,3,1,1,0,246,1100,68,14,1428
200,4,5,3,1,2800,5500,997,70,9367
80,3,3,0,0,0,2000,459,31,2490
57,1,2,1,12,660,650,0,9,1319
327,5,4,5,0,0,11000,2000,166,13170
48,1,1,1,12,800,8000,1000,102,9902
90,2,2,1,3,1000,3000,50,39,4089
40,1,1,1,1,2200,4500,25,58,6783
84,2,1,2,11,800,4000,240,51,5091
123,3,2,2,13,1293,4673,463,18,6447
85,2,1,1,0,0,1608,143,15,1766
113,2,2,1,6,1000,3000,50,39,4089
60,2,1,1,2,782,1800,0,9,2591
62,2,1,1,6,447,1200,76,16,1739
138,3,4,2,18,1500,10000,527,127,12150
156,3,3,3,7,1600,8000,628,102,10330
280,4,3,4,0,0,3500,403,53,3956
45,1,1,1,1,3000,5520,0,70,8590
180,3,4,3,8,1050,3000,0,39,4089
315,4,5,5,20,2500,4000,1000,29,7529
117,3,3,1,20,1200,7000,217,89,8506
60,2,3,2,6,730,1100,19,14,1863
126,3,1,2,0,0,4200,299,64,4563
65,2,1,0,2,300,1800,49,23,2172
280,4,4,7,0,890,4000,278,61,5229
76,3,1,1,2,480,1300,92,17,1889
178,2,4,2,2,2300,7000,891,89,10280
20,1,1,0,4,602,1800,130,23,2555
400,7,7,0,0,0,14000,1667,211,15880
300,4,5,5,6,3500,2290,10830,30,16650
49,1,1,1,18,600,5400,0,69,6069
50,2,1,0,3,0,1200,50,16,1266
50,1,1,0,16,633,900,59,4,1596
53,1,1,2,7,1000,2400,67,31,3498
200,3,3,2,12,2000,6500,417,83,9000
71,2,2,2,14,511,3000,203,39,3753
134,3,5,2,7,1152,4900,0,63,6115
250,4,4,4,14,2600,3600,0,46,6246
40,1,1,1,2,673,1664,0,7,2344
60,2,1,0,1,457,1170,55,15,1697
180,4,4,2,2,2600,2000,584,26,5210
68,3,1,1,16,522,1600,0,7,2129
72,2,2,1,7,598,1780,0,23,2401
182,3,2,3,12,2307,12000,786,153,15250
45,1,2,1,1,774,3446,167,21,4408
300,4,3,8,0,0,4500,667,68,5235
130,3,3,2,7,1200,3500,342,45,5087
132,3,2,3,4,1400,5500,622,70,7592
215,3,1,1,18,1100,4000,240,51,5391
54,2,2,1,1,500,2418,200,31,3149
79,2,1,0,0,0,2100,218,27,2345
77,1,2,2,7,1000,4000,0,16,5016
150,3,3,2,13,1526,3100,309,40,4975
310,3,3,2,11,1580,6900,343,88,8911
220,4,2,3,0,0,5200,705,79,5984
45,1,1,0,4,0,1100,0,14,1468
80,3,1,1,7,978,2400,105,31,3514
36,1,1,0,4,175,1275,0,5,1455
320,3,5,8,0,0,9000,567,136,9703
179,3,3,3,12,1800,3200,900,41,5941
52,1,2,1,13,1100,5000,210,64,6374
190,4,4,3,11,1780,6900,0,88,8768
105,3,3,1,26,812,2200,0,28,3040
70,2,2,1,15,1110,4200,192,54,5556
254,4,4,4,7,3366,9000,1800,115,14280
200,3,2,1,5,1618,2380,161,31,4190
300,4,3,3,20,4300,3380,1334,43,9057
86,3,2,2,1,800,3410,270,44,4524
190,2,1,2,0,0,4500,385,68,4953
211,3,2,2,6,2800,11000,483,140,14420
38,1,1,0,1,60,950,0,13,1023
300,3,4,6,0,0,3200,167,49,3416
108,3,2,2,5,1100,4348,250,56,5754
150,3,2,1,0,0,4500,110,68,4678
58,1,1,0,9,410,720,41,10,1181
198,3,4,3,13,2699,8000,917,102,11720
47,1,1,0,10,580,750,0,10,1340
190,3,2,1,8,2180,4500,150,58,6888
22,1,1,0,25,472,2200,55,28,2755
38,1,1,1,6,632,2341,0,9,2982
30,1,1,0,3,400,2850,0,37,3287
500,4,7,4,0,500,5900,775,89,7264
215,3,1,3,0,0,7000,417,106,7523
50,1,1,1,1,540,2900,0,37,3477
500,7,7,8,0,0,9000,1667,136,10800
17,1,1,0,1,0,2700,5,35,2740
101,3,2,1,18,890,1700,22,22,2634
87,2,3,0,13,1250,4200,109,54,5613
72,2,1,1,4,650,1000,12,13,1675
123,3,3,2,14,1100,3100,367,40,4607
70,2,1,1,1,280,1000,138,13,1431
40,1,1,0,8,327,595,12,8,942
47,1,1,1,12,1500,650,0,9,2159
115,4,3,4,1,1133,7000,0,89,8222
36,1,1,1,1,450,2344,0,9,2803
340,4,4,3,14,5000,5000,1084,64,11150
200,3,4,2,0,0,6500,209,98,6807
150,3,3,1,3,2229,4500,484,58,7271
98,3,3,2,1,1975,2970,459,38,5442
300,4,3,2,13,2600,8500,524,108,11730
35,1,1,1,14,450,2700,0,35,3185
63,3,2,1,8,440,3300,10,42,3792
150,3,2,1,6,1246,5500,0,70,6816
170,3,3,2,0,0,4850,334,73,5257
110,3,3,2,0,560,3200,88,49,3897
55,2,1,1,4,350,2450,237,32,3069
47,1,1,0,0,100,1000,76,13,1189
80,1,1,1,0,0,1150,75,18,1243
65,2,2,2,7,1037,4000,245,51,5333
35,1,1,1,0,0,1000,0,16,1016
100,2,2,0,0,0,1765,0,27,1792
540,4,7,5,11,4922,15000,3565,191,23680
47,1,1,0,7,463,1000,17,13,1493
272,5,5,2,0,0,11000,917,166,12080
90,3,3,1,11,1347,4650,241,59,6297
83,2,2,1,3,620,2300,119,30,3069
35,1,1,0,5,270,1300,0,17,1587
260,4,4,4,0,0,14000,1834,211,16050
130,3,2,2,0,0,5100,183,77,5360
218,4,4,3,10,2347,8400,1105,107,11960
20,1,1,0,1,0,2060,0,27,2087
70,2,2,2,5,990,2500,71,32,3593
400,4,3,3,0,0,7000,900,106,8006
60,1,2,1,2,1155,4000,112,51,5318
240,4,4,4,26,3250,13000,1121,165,17540
245,3,4,3,10,2900,14000,917,178,18000
140,3,2,1,0,0,8200,0,124,8324
120,2,2,0,1,300,3600,120,46,4066
110,3,3,2,4,1200,3900,484,50,5634
42,1,1,1,4,660,4400,41,56,5157
300,2,3,2,5,3500,10500,0,134,14130
50,2,2,1,10,400,1900,0,25,2325
110,4,3,3,1,1650,2230,567,29,4476
72,2,2,1,12,678,2406,0,10,3094
130,3,4,4,0,1100,3280,484,50,4914
170,2,2,1,8,2700,2000,250,26,4976
38,1,1,0,5,440,892,17,12,1361
138,3,3,3,0,0,3900,145,59,4104
45,1,1,1,9,492,1900,83,25,2500
230,3,6,5,18,2200,11050,1500,141,14890
206,5,3,2,0,0,3500,189,53,3742
135,3,3,2,7,1500,13800,375,175,15850
300,2,2,0,0,0,3500,292,53,3845
25,1,1,0,3,450,1650,30,21,2151
200,1,2,0,0,0,8000,700,121,8821
150,3,3,2,7,1300,3400,200,44,4944
54,2,2,1,6,954,2800,199,36,3989
82,3,2,2,4,860,2600,209,33,3702
84,2,2,0,1,850,6000,250,77,7177
200,1,3,2,0,0,3000,321,46,3367
230,4,3,1,2,2400,3600,464,46,6510
56,2,1,0,0,200,1400,0,10,1610
50,1,1,0,1,150,1294,0,6,1450
163,4,4,3,2,2300,9500,1000,121,12920
35,1,1,1,12,1170,2200,242,28,3640
120,3,3,2,0,0,2750,125,42,2917
60,1,1,0,3,250,1300,75,17,1642
54,2,1,1,8,630,1550,84,20,2284
250,5,4,3,0,0,3680,666,56,4402
