payment_type,payment_installments,payment_value
boleto,1,73.16
credit_card,1,14.86
credit_card,3,35.96
credit_card,1,35.93
boleto,1,45.74
credit_card,8,86.8
credit_card,1,54.22
credit_card,1,62.01
credit_card,3,174.82
credit_card,1,52.34
boleto,1,146.12
credit_card,1,36.95
credit_card,1,38.53
credit_card,2,187.86
boleto,1,44.09
boleto,1,221.79
debit_card,1,68.02
credit_card,2,87.07
credit_card,2,148.14
credit_card,1,590.62
voucher,1,6.34
credit_card,3,147.16
credit_card,3,133.92
credit_card,8,298.79
credit_card,2,57.86
credit_card,1,13.78
credit_card,3,113.7
credit_card,2,24.23
credit_card,6,72.28
credit_card,2,96.1
debit_card,1,83.03
credit_card,2,24.85
credit_card,1,21.77
credit_card,5,85.38
credit_card,1,44.71
boleto,1,105.89
voucher,1,250.0
credit_card,1,66.01
credit_card,1,47.95
credit_card,2,161.86
credit_card,2,78.32
credit_card,3,93.06
credit_card,2,125.25
credit_card,3,318.97
credit_card,2,34.93
credit_card,5,86.23
credit_card,5,201.61
credit_card,2,54.0
credit_card,2,171.22
voucher,1,20.65
credit_card,1,95.3
credit_card,3,35.13
voucher,1,1.85
credit_card,1,19.77
credit_card,2,90.26
credit_card,1,132.05
credit_card,1,35.09
credit_card,1,61.07
credit_card,1,61.01
boleto,1,232.18
boleto,1,79.22
credit_card,3,176.93
credit_card,8,113.67
boleto,1,131.57
boleto,1,47.03
credit_card,2,118.93
credit_card,3,143.04
credit_card,4,156.85
credit_card,3,81.89
credit_card,10,123.42
credit_card,8,215.6
credit_card,4,87.64
credit_card,1,44.23
boleto,1,122.97
credit_card,1,83.41
credit_card,8,92.57
credit_card,10,333.45
credit_card,4,174.19
boleto,1,53.63
credit_card,7,145.56
credit_card,1,52.17
credit_card,1,117.85
voucher,1,100.0
credit_card,2,61.05
boleto,1,263.79
credit_card,2,86.15
boleto,1,203.0
credit_card,4,55.07
credit_card,1,65.34
credit_card,2,191.18
credit_card,1,90.05
boleto,1,60.95
credit_card,5,254.18
credit_card,8,84.24
boleto,1,52.57
credit_card,3,235.74
boleto,1,57.29
credit_card,10,1310.95
credit_card,3,247.71
credit_card,6,361.78
credit_card,3,232.24
credit_card,6,163.6
credit_card,1,100.93
credit_card,2,96.72
credit_card,4,86.37
credit_card,4,107.78
credit_card,2,115.45
credit_card,4,222.08
credit_card,4,146.84
debit_card,1,64.22
credit_card,5,167.37
boleto,1,32.7
credit_card,4,41.29
credit_card,6,105.52
boleto,1,297.27
boleto,1,259.38
credit_card,1,43.98
credit_card,1,135.08
credit_card,1,102.97
boleto,1,86.96
credit_card,1,100.76
credit_card,1,27.09
credit_card,1,47.9
credit_card,1,57.54
credit_card,8,114.85
credit_card,4,81.78
credit_card,1,26.88
boleto,1,131.06
boleto,1,255.08
credit_card,1,27.36
boleto,1,45.29
credit_card,5,536.3
credit_card,6,322.58
credit_card,1,46.1
boleto,1,68.3
credit_card,1,85.6
boleto,1,151.18
credit_card,1,73.34
credit_card,1,47.77
credit_card,1,26.53
boleto,1,476.13
voucher,1,46.36
credit_card,1,74.78
boleto,1,214.19
credit_card,2,240.12
credit_card,1,45.31
voucher,1,14.5
credit_card,2,138.24
credit_card,1,123.61
credit_card,3,191.32
credit_card,5,758.93
credit_card,10,147.62
credit_card,10,698.9
credit_card,3,275.34
boleto,1,86.81
credit_card,9,669.98
credit_card,5,247.5
credit_card,3,163.61
credit_card,4,43.09
credit_card,1,99.6
credit_card,2,156.32
credit_card,3,77.94
credit_card,2,56.21
voucher,1,20.0
credit_card,5,159.32
credit_card,5,125.23
credit_card,3,42.78
boleto,1,284.79
credit_card,6,107.0
boleto,1,126.9
credit_card,1,59.0
credit_card,3,97.2
boleto,1,22.29
credit_card,5,147.28
credit_card,1,104.54
credit_card,1,38.78
credit_card,1,35.48
credit_card,2,83.23
credit_card,5,119.82
credit_card,1,68.78
credit_card,5,75.53
credit_card,3,34.24
boleto,1,114.33
credit_card,1,47.5
credit_card,1,140.92
boleto,1,150.37
credit_card,1,66.78
credit_card,3,91.84
credit_card,1,84.76
credit_card,1,105.96
boleto,1,157.76
boleto,1,50.09
credit_card,2,143.65
credit_card,5,157.16
credit_card,4,337.77
boleto,1,107.0
credit_card,1,147.15
credit_card,2,138.72
credit_card,8,665.87
credit_card,3,134.6
credit_card,2,138.05
credit_card,2,133.28
credit_card,5,184.55
credit_card,1,113.08
credit_card,3,58.59
credit_card,6,280.63
voucher,1,176.15
credit_card,2,486.56
credit_card,3,66.31
credit_card,3,123.49
voucher,1,20.69
credit_card,1,85.19
voucher,1,76.34
credit_card,5,78.2
credit_card,2,146.01
credit_card,1,78.2
boleto,1,730.34
credit_card,6,387.67
credit_card,1,41.55
boleto,1,57.68
credit_card,8,83.42
boleto,1,84.64
credit_card,1,41.1
boleto,1,827.19
boleto,1,97.77
credit_card,3,177.99
credit_card,2,21.95
credit_card,2,59.86
credit_card,1,136.08
credit_card,1,207.42
credit_card,1,50.0
boleto,1,134.76
credit_card,2,53.89
credit_card,1,41.75
voucher,1,8.13
credit_card,1,130.4
credit_card,8,83.38
credit_card,1,35.0
credit_card,1,45.78
credit_card,1,87.64
credit_card,3,115.35
credit_card,1,8.65
credit_card,5,95.26
credit_card,1,68.42
boleto,1,125.36
boleto,1,120.09
credit_card,6,157.74
credit_card,8,187.87
credit_card,4,93.52
boleto,1,106.96
credit_card,1,88.9
credit_card,5,149.76
credit_card,1,108.41
credit_card,6,156.33
credit_card,5,155.63
boleto,1,71.15
credit_card,8,82.33
credit_card,1,190.64
credit_card,3,153.71
credit_card,1,27.79
boleto,1,343.37
credit_card,1,63.55
boleto,1,54.64
credit_card,2,40.22
credit_card,10,104.36
credit_card,4,233.41
credit_card,2,75.53
credit_card,4,130.16
credit_card,10,520.29
boleto,1,871.38
credit_card,1,164.26
boleto,1,69.04
credit_card,9,95.34
boleto,1,157.3
credit_card,1,90.88
boleto,1,156.09
boleto,1,63.13
voucher,1,44.42
credit_card,5,54.0
credit_card,4,176.64
voucher,1,8.8
boleto,1,58.1
credit_card,1,91.29
credit_card,5,254.7
credit_card,4,243.11
credit_card,2,109.9
boleto,1,67.96
boleto,1,113.08
credit_card,5,155.2
credit_card,8,695.25
credit_card,3,162.48
credit_card,5,124.34
credit_card,1,55.27
credit_card,2,154.58
credit_card,3,37.28
credit_card,6,93.48
credit_card,2,50.5
credit_card,3,396.9
credit_card,10,275.56
credit_card,1,87.8
credit_card,1,114.44
credit_card,2,45.7
credit_card,10,239.8
credit_card,5,315.02
credit_card,1,51.13
boleto,1,45.78
credit_card,4,93.58
credit_card,5,250.4
boleto,1,393.08
credit_card,7,147.52
credit_card,3,35.22
credit_card,5,123.84
credit_card,2,102.64
voucher,1,8.97
credit_card,5,419.06
credit_card,1,31.21
credit_card,3,62.68
credit_card,1,51.64
credit_card,5,59.32
credit_card,4,111.1
credit_card,5,107.78
credit_card,5,255.24
credit_card,10,363.8
credit_card,8,429.09
credit_card,8,162.57
credit_card,3,56.79
credit_card,1,64.09
credit_card,2,81.85
boleto,1,416.64
boleto,1,27.69
credit_card,1,210.81
boleto,1,932.54
credit_card,8,201.14
credit_card,8,404.8
voucher,1,20.0
boleto,1,76.32
credit_card,4,215.56
credit_card,2,157.65
credit_card,1,28.34
credit_card,3,245.69
credit_card,8,172.52
credit_card,5,386.15
credit_card,3,36.71
credit_card,6,447.0
boleto,1,177.66
credit_card,3,193.16
credit_card,5,59.0
boleto,1,96.32
boleto,1,22.77
credit_card,1,86.21
credit_card,1,54.44
boleto,1,49.0
credit_card,10,150.98
credit_card,2,92.28
credit_card,1,50.1
credit_card,2,68.42
credit_card,1,48.73
boleto,1,103.04
boleto,1,128.05
credit_card,3,88.72
boleto,1,112.42
credit_card,1,27.19
credit_card,3,111.62
credit_card,2,86.02
credit_card,3,414.4
boleto,1,46.82
credit_card,1,122.56
credit_card,10,518.25
voucher,1,69.16
boleto,1,108.59
voucher,1,35.25
credit_card,1,30.41
credit_card,5,111.89
credit_card,2,142.33
boleto,1,30.23
boleto,1,288.21
voucher,1,10.44
credit_card,4,178.21
credit_card,1,76.66
credit_card,2,144.54
credit_card,2,83.23
credit_card,2,144.12
credit_card,3,67.44
credit_card,1,18.87
credit_card,2,73.74
credit_card,9,98.43
boleto,1,37.94
boleto,1,112.09
credit_card,3,70.83
credit_card,1,65.03
credit_card,5,55.3
credit_card,2,33.85
credit_card,10,160.22
credit_card,3,173.82
credit_card,6,79.39
credit_card,1,47.1
boleto,1,21.43
credit_card,1,84.81
credit_card,1,4.75
boleto,1,39.09
credit_card,3,96.8
credit_card,4,290.84
credit_card,1,3.21
voucher,1,30.0
boleto,1,91.75
credit_card,1,83.41
credit_card,10,116.7
boleto,1,99.82
credit_card,1,26.38
credit_card,6,75.36
credit_card,3,154.4
credit_card,4,204.45
credit_card,9,132.26
credit_card,5,53.72
credit_card,5,107.0
credit_card,3,357.84
credit_card,3,304.69
credit_card,1,203.82
credit_card,5,137.93
credit_card,2,49.78
credit_card,1,74.63
credit_card,4,41.1
voucher,1,333.79
credit_card,7,148.15
credit_card,1,158.7
credit_card,10,1247.96
boleto,1,219.45
boleto,1,259.15
debit_card,1,105.38
credit_card,5,310.2
boleto,1,32.42
credit_card,5,188.99
credit_card,3,31.38
credit_card,2,54.1
credit_card,2,74.0
credit_card,4,102.03
credit_card,5,122.51
credit_card,2,662.74
boleto,1,141.28
credit_card,10,225.33
voucher,1,11.56
credit_card,1,95.3
boleto,1,210.14
credit_card,3,68.3
boleto,1,32.77
credit_card,2,64.0
credit_card,1,73.05
credit_card,3,235.3
credit_card,1,69.73
credit_card,1,168.2
boleto,1,39.17
credit_card,10,198.57
credit_card,1,35.9
credit_card,7,74.07
credit_card,10,285.91
credit_card,2,37.29
voucher,1,11.24
boleto,1,36.69
credit_card,2,270.85
credit_card,6,1038.9
credit_card,4,40.95
credit_card,3,210.45
boleto,1,139.8
credit_card,2,37.77
credit_card,1,115.45
boleto,1,81.21
credit_card,8,122.65
credit_card,1,53.09
boleto,1,71.82
credit_card,1,94.63
credit_card,4,196.88
credit_card,5,77.0
credit_card,1,27.75
credit_card,3,67.73
credit_card,3,68.89
credit_card,5,189.88
credit_card,2,69.03
voucher,1,230.83
boleto,1,159.03
credit_card,3,262.24
credit_card,13,133.48
credit_card,1,641.65
credit_card,6,247.95
credit_card,1,52.27
boleto,1,61.05
credit_card,3,101.26
boleto,1,27.1
credit_card,3,199.96
credit_card,4,116.94
boleto,1,52.34
boleto,1,87.3
credit_card,5,216.15
credit_card,1,479.7
boleto,1,91.72
voucher,1,6.63
boleto,1,50.55
credit_card,10,282.65
boleto,1,881.52
credit_card,1,37.61
boleto,1,385.08
credit_card,1,95.34
credit_card,4,45.25
boleto,1,107.41
boleto,1,27.0
boleto,1,38.01
voucher,1,8.06
credit_card,2,78.64
credit_card,1,54.37
credit_card,8,124.7
credit_card,4,44.69
credit_card,2,58.16
credit_card,5,80.15
voucher,1,16.44
credit_card,2,47.27
credit_card,4,41.75
debit_card,1,99.64
credit_card,7,70.07
credit_card,5,250.48
boleto,1,374.64
credit_card,1,137.6
boleto,1,118.35
credit_card,3,36.72
boleto,1,124.04
boleto,1,45.08
boleto,1,72.38
credit_card,1,32.68
credit_card,2,47.59
boleto,1,140.24
voucher,1,48.37
boleto,1,123.75
credit_card,4,42.0
credit_card,1,76.29
boleto,1,83.34
boleto,1,116.94
boleto,1,65.87
voucher,1,48.63
credit_card,5,112.06
credit_card,3,66.03
credit_card,2,173.27
boleto,1,45.91
credit_card,1,54.11
credit_card,8,223.61
boleto,1,64.03
debit_card,1,54.33
boleto,1,28.46
voucher,1,31.37
credit_card,2,50.25
credit_card,1,91.23
boleto,1,128.37
credit_card,7,147.15
boleto,1,64.0
boleto,1,189.4
credit_card,6,84.69
credit_card,5,309.81
boleto,1,42.77
boleto,1,192.89
credit_card,3,262.86
credit_card,4,213.25
boleto,1,64.44
credit_card,1,618.95
debit_card,1,117.85
boleto,1,342.22
boleto,1,33.78
credit_card,2,24.71
credit_card,1,28.05
credit_card,4,113.76
boleto,1,100.84
boleto,1,27.08
boleto,1,42.62
credit_card,1,60.0
credit_card,8,137.55
credit_card,1,80.33
boleto,1,313.99
credit_card,1,87.9
credit_card,5,312.62
credit_card,3,129.15
credit_card,10,2033.48
credit_card,4,131.73
boleto,1,155.63
credit_card,3,180.57
credit_card,4,181.78
credit_card,2,130.56
credit_card,2,88.0
credit_card,1,129.09
credit_card,2,54.0
credit_card,1,751.08
credit_card,1,79.97
credit_card,1,69.37
credit_card,4,151.71
credit_card,8,215.14
boleto,1,81.72
voucher,1,161.95
credit_card,8,561.15
credit_card,1,72.67
credit_card,1,119.76
boleto,1,131.08
credit_card,7,410.21
boleto,1,121.96
credit_card,3,52.96
credit_card,3,155.22
credit_card,4,374.28
credit_card,2,178.27
credit_card,1,130.73
credit_card,1,55.15
boleto,1,59.72
credit_card,10,144.55
boleto,1,86.14
credit_card,3,33.0
credit_card,5,102.96
credit_card,1,146.96
credit_card,6,170.54
credit_card,1,8.29
credit_card,4,167.52
credit_card,2,42.78
credit_card,2,57.75
credit_card,1,130.1
boleto,1,614.4
boleto,1,86.02
credit_card,2,93.83
boleto,1,121.84
boleto,1,55.53
boleto,1,128.46
credit_card,1,87.2
credit_card,1,75.07
credit_card,4,240.96
credit_card,5,107.78
boleto,1,56.84
credit_card,3,190.25
credit_card,5,319.66
boleto,1,81.89
credit_card,1,52.14
boleto,1,104.62
boleto,1,70.17
credit_card,3,170.29
credit_card,1,97.32
boleto,1,162.36
credit_card,2,21.71
boleto,1,131.16
credit_card,1,57.59
credit_card,3,35.77
credit_card,6,701.85
boleto,1,45.0
credit_card,1,140.04
credit_card,2,175.57
voucher,1,72.98
boleto,1,82.12
credit_card,6,64.22
voucher,1,37.01
boleto,1,76.08
boleto,1,137.23
credit_card,1,153.1
boleto,1,65.1
credit_card,3,32.1
credit_card,7,394.95
credit_card,1,188.67
credit_card,8,182.1
boleto,1,28.75
credit_card,1,102.47
credit_card,4,119.93
credit_card,5,50.06
credit_card,1,144.65
credit_card,2,154.86
debit_card,1,123.05
credit_card,2,172.44
credit_card,1,40.18
voucher,1,19.07
credit_card,1,77.57
credit_card,1,66.01
credit_card,1,74.17
credit_card,5,190.48
credit_card,5,55.84
credit_card,1,32.38
credit_card,6,146.9
credit_card,5,378.34
credit_card,1,224.45
boleto,1,455.36
boleto,1,126.64
credit_card,1,77.57
credit_card,8,212.88
credit_card,4,168.17
credit_card,1,46.15
boleto,1,32.38
credit_card,2,87.73
credit_card,10,174.04
credit_card,6,65.28
boleto,1,91.82
credit_card,1,84.18
credit_card,1,78.12
credit_card,4,126.92
boleto,1,38.22
credit_card,2,45.49
credit_card,2,23.78
voucher,1,30.0
credit_card,2,118.22
voucher,1,26.23
boleto,1,38.17
credit_card,1,162.04
credit_card,2,356.74
credit_card,3,78.8
credit_card,1,16.29
boleto,1,707.16
credit_card,1,60.3
voucher,1,74.95
boleto,1,156.19
credit_card,2,49.0
boleto,1,150.56
boleto,1,82.12
voucher,1,18.38
credit_card,1,22.38
credit_card,3,95.54
credit_card,4,85.71
voucher,1,50.34
credit_card,1,59.11
credit_card,1,29.41
credit_card,1,133.98
boleto,1,296.64
boleto,1,47.29
voucher,1,80.15
credit_card,2,61.28
credit_card,1,91.01
credit_card,5,130.04
credit_card,1,78.65
boleto,1,24.62
credit_card,4,44.0
credit_card,3,49.53
credit_card,1,65.57
credit_card,1,83.44
credit_card,3,35.91
credit_card,1,464.34
credit_card,3,130.82
credit_card,6,337.42
boleto,1,149.39
credit_card,3,97.87
credit_card,6,315.84
credit_card,10,218.64
credit_card,6,134.59
boleto,1,46.78
boleto,1,104.37
boleto,1,80.03
boleto,1,267.38
boleto,1,34.0
boleto,1,66.67
credit_card,1,82.39
credit_card,2,107.55
credit_card,1,61.23
credit_card,10,226.71
credit_card,10,201.75
credit_card,3,139.16
credit_card,4,167.59
credit_card,3,179.82
debit_card,1,135.58
credit_card,8,119.48
credit_card,4,111.99
boleto,1,210.0
credit_card,1,25.58
credit_card,3,38.8
credit_card,8,524.96
credit_card,4,207.61
boleto,1,251.68
credit_card,3,156.4
credit_card,1,137.41
credit_card,10,122.49
boleto,1,181.11
credit_card,1,89.88
credit_card,3,646.44
credit_card,6,225.03
credit_card,1,38.1
credit_card,1,55.53
boleto,1,206.63
credit_card,3,195.86
credit_card,6,320.05
credit_card,10,265.49
credit_card,6,66.69
credit_card,5,314.41
credit_card,1,115.04
credit_card,1,86.15
credit_card,1,53.99
credit_card,8,685.7
credit_card,2,123.68
credit_card,4,266.5
credit_card,3,35.09
credit_card,1,95.21
credit_card,8,186.13
credit_card,5,240.68
credit_card,3,77.04
credit_card,1,220.02
boleto,1,59.07
credit_card,2,45.3
credit_card,9,94.31
credit_card,1,246.36
boleto,1,58.28
credit_card,1,81.89
credit_card,5,137.1
voucher,1,18.12
credit_card,1,180.36
credit_card,3,79.31
credit_card,1,48.21
credit_card,8,195.17
credit_card,1,79.2
boleto,1,43.09
credit_card,1,109.79
boleto,1,243.07
credit_card,4,144.65
credit_card,8,1425.56
voucher,1,200.0
credit_card,1,104.64
credit_card,1,152.43
credit_card,3,35.0
credit_card,2,51.15
credit_card,7,176.65
credit_card,4,489.38
boleto,1,130.4
credit_card,1,189.43
credit_card,1,26.61
credit_card,3,71.53
credit_card,2,127.38
credit_card,1,137.23
credit_card,2,27.75
credit_card,2,63.55
credit_card,6,273.96
credit_card,5,101.33
credit_card,5,89.38
credit_card,1,36.96
credit_card,1,33.69
boleto,1,45.01
boleto,1,61.4
credit_card,1,116.97
credit_card,2,56.49
credit_card,1,155.33
credit_card,1,95.3
boleto,1,74.05
credit_card,10,124.51
boleto,1,87.8
credit_card,3,217.3
credit_card,5,170.34
credit_card,10,742.65
credit_card,1,163.83
credit_card,10,134.88
credit_card,1,137.09
boleto,1,48.27
credit_card,3,239.09
credit_card,10,146.05
credit_card,2,127.09
credit_card,4,142.01
boleto,1,457.2
credit_card,5,128.08
credit_card,1,26.77
boleto,1,88.26
credit_card,1,43.37
credit_card,1,162.85
credit_card,1,6.97
credit_card,1,155.38
boleto,1,59.69
boleto,1,168.3
boleto,1,63.65
credit_card,3,158.13
credit_card,8,173.62
debit_card,1,817.08
credit_card,3,66.69
credit_card,1,636.46
voucher,1,17.59
credit_card,2,144.78
credit_card,6,66.01
credit_card,2,165.98
credit_card,7,158.22
credit_card,10,122.57
credit_card,4,116.94
credit_card,1,36.95
boleto,1,44.0
credit_card,2,167.07
credit_card,4,138.63
credit_card,1,221.89
boleto,1,68.73
credit_card,4,51.93
credit_card,3,101.86
credit_card,8,184.82
credit_card,1,191.26
credit_card,3,66.78
credit_card,1,103.65
credit_card,6,64.98
credit_card,1,69.54
credit_card,8,198.94
credit_card,1,263.47
credit_card,1,60.94
credit_card,1,108.88
boleto,1,117.44
credit_card,5,133.56
credit_card,1,129.49
credit_card,2,108.96
credit_card,3,230.75
credit_card,4,93.45
credit_card,1,86.64
voucher,1,18.09
credit_card,1,24.79
credit_card,3,140.34
credit_card,1,86.76
boleto,1,67.53
credit_card,2,186.38
credit_card,6,65.53
credit_card,3,73.34
voucher,1,92.1
boleto,1,162.47
credit_card,1,44.53
debit_card,1,134.53
credit_card,1,55.53
boleto,1,192.28
credit_card,1,82.82
credit_card,1,128.28
credit_card,10,199.03
credit_card,10,112.3
credit_card,2,24.86
credit_card,1,138.84
credit_card,2,237.29
credit_card,8,168.75
boleto,1,177.22
credit_card,2,139.22
credit_card,2,119.47
credit_card,1,250.7
credit_card,5,52.84
credit_card,2,64.62
credit_card,3,188.03
credit_card,1,38.38
credit_card,1,35.36
credit_card,1,40.76
credit_card,1,102.86
boleto,1,19.33
credit_card,1,113.15
credit_card,4,46.0
credit_card,4,240.22
credit_card,10,179.0
boleto,1,77.29
credit_card,3,166.59
credit_card,1,46.22
credit_card,1,91.18
credit_card,1,64.1
credit_card,4,55.23
boleto,1,145.4
credit_card,4,114.57
credit_card,1,56.8
credit_card,2,70.97
credit_card,1,72.18
credit_card,2,138.73
credit_card,1,94.31
boleto,1,50.93
credit_card,10,155.14
credit_card,1,12.07
credit_card,1,49.34
credit_card,3,74.03
credit_card,1,90.35
boleto,1,185.89
credit_card,1,37.46
credit_card,1,96.71
credit_card,10,218.98
debit_card,1,47.0
credit_card,8,84.26
credit_card,2,92.11
credit_card,1,66.67
credit_card,1,85.36
credit_card,3,181.38
voucher,1,13.83
boleto,1,35.01
credit_card,2,26.15
credit_card,1,178.57
boleto,1,58.09
credit_card,7,76.08
credit_card,10,118.98
boleto,1,43.0
credit_card,10,480.46
boleto,1,27.49
credit_card,2,145.57
boleto,1,117.07
boleto,1,37.13
credit_card,1,64.71
credit_card,10,1036.83
credit_card,5,55.0
boleto,1,155.7
credit_card,10,137.99
credit_card,1,153.1
credit_card,1,67.39
credit_card,5,187.35
credit_card,1,73.22
voucher,1,292.51
credit_card,2,197.73
credit_card,1,194.12
credit_card,6,62.49
credit_card,6,214.96
credit_card,10,157.44
credit_card,4,87.67
credit_card,2,134.55
credit_card,3,66.01
credit_card,6,147.35
credit_card,4,208.26
credit_card,1,126.2
credit_card,6,316.76
voucher,1,118.55
credit_card,5,121.82
credit_card,7,72.48
credit_card,1,22.77
credit_card,1,89.17
credit_card,5,580.58
credit_card,10,640.16
credit_card,4,299.24
credit_card,1,104.75
credit_card,1,94.55
credit_card,1,101.95
credit_card,8,230.54
credit_card,4,118.93
voucher,1,16.84
credit_card,3,77.57
credit_card,3,73.05
credit_card,8,174.51
boleto,1,188.66
credit_card,4,205.09
credit_card,1,70.83
boleto,1,57.1
voucher,1,133.89
credit_card,2,146.96
credit_card,4,187.34
credit_card,4,43.42
credit_card,10,102.85
voucher,1,22.29
credit_card,4,126.53
credit_card,10,1727.67
credit_card,1,47.53
credit_card,1,2.61
credit_card,2,27.09
credit_card,1,42.69
credit_card,8,222.33
credit_card,1,138.6
voucher,1,100.0
credit_card,3,235.23
voucher,1,135.59
credit_card,3,33.69
credit_card,2,51.74
credit_card,10,139.61
credit_card,10,2133.69
boleto,1,154.64
boleto,1,89.32
credit_card,24,1440.1
credit_card,3,39.82
credit_card,4,111.4
credit_card,1,31.33
credit_card,8,250.14
credit_card,1,73.15
boleto,1,107.87
credit_card,4,107.17
boleto,1,180.26
credit_card,3,95.72
credit_card,1,53.68
credit_card,1,46.13
credit_card,5,184.85
credit_card,10,869.33
boleto,1,874.9
boleto,1,44.3
credit_card,3,52.24
credit_card,4,139.98
credit_card,1,55.1
credit_card,10,107.39
voucher,1,31.93
credit_card,1,62.86
credit_card,10,2784.16
credit_card,1,137.51
credit_card,3,135.77
credit_card,6,212.76
credit_card,1,163.97
voucher,1,43.1
credit_card,4,116.9
credit_card,3,82.78
boleto,1,249.49
credit_card,3,77.31
boleto,1,27.77
boleto,1,49.34
credit_card,3,35.45
credit_card,1,84.27
credit_card,1,170.03
credit_card,10,757.97
credit_card,1,124.58
credit_card,1,97.75
credit_card,1,1338.51
credit_card,4,156.7
credit_card,2,97.92
credit_card,1,34.22
boleto,1,168.84
voucher,1,6.51
credit_card,1,1629.33
boleto,1,37.75
boleto,1,54.62
voucher,1,25.0
credit_card,1,133.68
boleto,1,236.21
boleto,1,97.43
credit_card,1,41.69
credit_card,1,255.14
boleto,1,139.27
voucher,1,31.33
credit_card,4,137.93
credit_card,6,381.88
credit_card,3,67.05
credit_card,6,414.86
credit_card,3,221.7
voucher,1,47.05
credit_card,2,110.6
boleto,1,115.84
credit_card,1,20.21
credit_card,2,144.61
credit_card,3,39.09
credit_card,1,59.33
credit_card,2,179.78
credit_card,5,54.34
credit_card,4,92.5
credit_card,6,137.24
credit_card,6,124.4
credit_card,2,156.32
credit_card,10,758.24
boleto,1,48.62
credit_card,5,58.09
credit_card,3,103.81
boleto,1,39.04
credit_card,2,204.34
credit_card,3,38.62
credit_card,1,18.37
credit_card,8,477.32
credit_card,3,49.85
credit_card,2,292.24
credit_card,1,32.38
boleto,1,39.75
credit_card,4,43.27
credit_card,4,88.55
boleto,1,124.42
boleto,1,102.53
credit_card,10,819.47
boleto,1,40.01
voucher,1,75.57
credit_card,3,116.94
boleto,1,189.6
credit_card,3,61.0
credit_card,1,88.46
credit_card,2,112.42
credit_card,2,227.62
credit_card,2,56.01
credit_card,1,51.2
credit_card,1,32.69
boleto,1,18.87
voucher,1,167.82
credit_card,1,240.41
credit_card,1,71.62
credit_card,1,39.48
credit_card,1,35.09
credit_card,1,46.47
credit_card,3,119.63
credit_card,4,133.06
credit_card,2,47.71
credit_card,10,280.46
credit_card,5,146.68
credit_card,3,234.22
credit_card,3,87.72
credit_card,1,93.7
credit_card,5,154.36
credit_card,2,24.06
boleto,1,57.23
boleto,1,57.72
credit_card,1,134.6
credit_card,2,50.5
credit_card,2,77.78
boleto,1,98.56
boleto,1,75.88
credit_card,3,186.1
credit_card,1,48.08
credit_card,1,219.47
credit_card,2,138.28
credit_card,1,41.05
credit_card,2,136.97
credit_card,10,177.75
credit_card,1,77.65
credit_card,1,44.61
boleto,1,59.25
credit_card,8,108.44
voucher,1,104.11
credit_card,6,222.86
voucher,1,87.98
credit_card,8,171.74
credit_card,10,116.7
credit_card,1,92.89
credit_card,10,647.54
credit_card,2,135.92
credit_card,10,621.35
credit_card,3,95.48
boleto,1,38.23
debit_card,1,73.4
voucher,1,35.0
credit_card,5,249.56
credit_card,5,258.03
credit_card,5,143.58
credit_card,1,57.68
credit_card,3,114.65
credit_card,3,92.57
credit_card,1,55.04
credit_card,2,1437.15
credit_card,1,91.71
boleto,1,271.02
credit_card,2,190.05
credit_card,1,67.36
boleto,1,42.42
credit_card,10,273.25
boleto,1,229.7
voucher,1,116.88
credit_card,1,40.79
boleto,1,44.62
boleto,1,109.7
credit_card,1,105.28
boleto,1,419.88
credit_card,1,129.19
credit_card,8,90.93
credit_card,1,64.09
boleto,1,227.23
credit_card,1,34.0
credit_card,10,268.02
credit_card,1,39.79
credit_card,8,87.81
boleto,1,56.78
credit_card,2,203.08
credit_card,4,147.13
credit_card,6,62.06
credit_card,1,50.72
credit_card,5,157.3
boleto,1,76.08
voucher,1,34.04
boleto,1,36.78
boleto,1,42.64
credit_card,1,51.93
credit_card,4,48.13
voucher,1,48.3
credit_card,1,135.35
boleto,1,467.8
credit_card,9,138.91
boleto,1,69.73
credit_card,4,71.63
credit_card,1,40.69
credit_card,5,102.66
credit_card,7,139.96
credit_card,3,67.28
credit_card,10,116.24
boleto,1,66.67
debit_card,1,53.51
credit_card,1,26.28
credit_card,3,115.94
credit_card,10,438.53
boleto,1,34.95
credit_card,2,134.49
voucher,1,100.0
credit_card,1,27.75
voucher,1,15.43
credit_card,3,184.93
boleto,1,36.72
credit_card,10,115.44
credit_card,1,32.7
credit_card,5,261.9
credit_card,10,957.15
credit_card,3,118.24
boleto,1,224.87
boleto,1,35.01
credit_card,1,53.66
credit_card,10,171.92
credit_card,8,84.72
boleto,1,69.32
debit_card,1,110.79
credit_card,1,43.29
credit_card,2,30.42
credit_card,1,30.1
credit_card,5,280.41
credit_card,2,116.94
credit_card,4,222.02
credit_card,4,239.16
credit_card,3,76.08
credit_card,10,160.34
boleto,1,148.22
credit_card,5,384.27
credit_card,3,416.8
credit_card,4,42.29
boleto,1,55.02
credit_card,4,64.0
credit_card,3,48.4
credit_card,5,138.25
credit_card,1,46.2
boleto,1,201.82
credit_card,10,919.06
credit_card,1,70.74
credit_card,7,76.88
credit_card,8,300.44
credit_card,2,102.44
boleto,1,722.95
boleto,1,101.48
credit_card,8,223.53
boleto,1,32.72
boleto,1,45.79
credit_card,1,69.49
boleto,1,80.81
credit_card,7,106.76
debit_card,1,64.37
debit_card,1,37.83
